label,log_text
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,Already running on bus 1
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,"mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550"
1,Starting CDC/ACM autostart
2,no broadcasting address found
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
1,u-blox firmware version: SPG 4.04
1,u-blox protocol version: 32.01
1,u-blox module: NEO-M9N
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_51_49.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_51_49.ulg
1,DECODED_SIZE:5 SAVED_SIZE:-1
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 2973 bytes, decoded 2973 bytes (INT32:63, FLOAT:82)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,Already running on bus 1
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,"mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550"
1,Starting CDC/ACM autostart
2,no broadcasting address found
1,logger started (mode=all)
1,RC scan: SBUS RC input locked
1,"Node ID 1, bitrate 1000000"
1,u-blox protocol version: 32.01
1,u-blox module: NEO-M9N
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_45_56.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_45_56.ulg
3,failed to initialize mtd driver
3,mtd failure: -5 bus 2 address 0 class 1
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,Allocated DMA UP Timer Index 0
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 921600B"
1,Starting CDC/ACM autostart
1,RC scan: CRSF RC input locked
1,logger started (mode=all)
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Onboard, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
3,"vehicle_command_ack lost, generation 9 -> 11"
3,"vehicle_command_ack lost, generation 9 -> 11"
3,"vehicle_command_ack lost, generation 15 -> 17"
3,"vehicle_command_ack lost, generation 17 -> 19"
3,"vehicle_command_ack lost, generation 15 -> 24"
2,Preflight Fail: Attitude failure (roll)
2,Preflight Fail: Attitude failure (roll)
1,Connection to ground station lost
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_46_52.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_46_52.ulg
1,Takeoff detected
2,Disarming denied: not landed
1,Landing detected
1,Disarmed by landing
1,ACC 0 (6946826) offset committed: [-0.048 0.024 0.146]->[-0.055 0.092 0.149])
1,"closed logfile, bytes written: 969626"
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_47_17.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_47_17.ulg
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 3642 bytes, decoded 3642 bytes (INT32:78, FLOAT:93)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,IO FW CRC match
1,"Failed to init INA226 on bus 1, but will try again periodically."
1,"Failed to init INA226 on bus 2, but will try again periodically."
1,"Failed to init INA228 on bus 1, but will try again periodically."
1,"Failed to init INA238 on bus 1, but will try again periodically."
1,"Failed to init INA238 on bus 2, but will try again periodically."
2,ms5611: no instance started (no device on bus?)
2,Already running on bus 1
2,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2,Using non-standard baudrate: 420000
1,Crsf serial opened sucessfully
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
1,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
1,Starting CDC/ACM autostart
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
2,Preflight Fail: No connection to the ground control station
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: No connection to the ground control station
1,u-blox firmware version: SPG 4.04
1,u-blox protocol version: 32.01
1,u-blox module: NEO-M9N
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: No connection to the ground control station
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,partner IP: 10.41.10.1
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_36_09.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_36_09.ulg
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_28_52.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_28_52.ulg
1,Takeoff detected
1,Connection to ground station lost
2,Low battery
1,Disarmed by RC switch
2,Preflight Fail: height estimate not stable
2,Preflight Fail: Gyro 0 inconsistent - check cal
3,Emergency battery level
1,"closed logfile, bytes written: 716161"
2,Preflight Fail: height estimate not stable
2,Preflight Fail: height estimate not stable
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_29_31.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_29_31.ulg
1,Disarmed by auto preflight disarming
1,"closed logfile, bytes written: 576960"
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,exiting channel 2
1,Connection to ground station lost
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_32_26.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_32_26.ulg
1,Takeoff detected
2,Low battery
1,Disarmed by RC switch
2,Preflight Fail: height estimate not stable
3,Emergency battery level
1,"closed logfile, bytes written: 619871"
2,Preflight Fail: height estimate not stable
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_35_11.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_35_11.ulg
1,Takeoff detected
1,Connection to ground station lost
1,Disarmed by RC switch
1,"closed logfile, bytes written: 469814"
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_36_13.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_36_13.ulg
1,Connection to ground station lost
1,Takeoff detected
1,Disarmed by RC switch
1,"closed logfile, bytes written: 469767"
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_38_59.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_38_59.ulg
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 3642 bytes, decoded 3642 bytes (INT32:78, FLOAT:93)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,IO FW CRC match
1,"Failed to init INA226 on bus 1, but will try again periodically."
1,"Failed to init INA226 on bus 2, but will try again periodically."
1,"Failed to init INA228 on bus 1, but will try again periodically."
1,"Failed to init INA238 on bus 1, but will try again periodically."
1,"Failed to init INA238 on bus 2, but will try again periodically."
2,ms5611: no instance started (no device on bus?)
2,Already running on bus 1
2,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2,Using non-standard baudrate: 420000
1,Crsf serial opened sucessfully
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
1,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
1,Starting CDC/ACM autostart
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
2,Preflight Fail: No connection to the ground control station
2,Preflight Fail: Kill switch engaged
1,u-blox firmware version: SPG 4.04
1,u-blox protocol version: 32.01
1,u-blox module: NEO-M9N
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Kill switch engaged
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Kill switch engaged
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,partner IP: 10.41.10.1
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/03_01_28.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/03_01_28.ulg
3,failed to initialize mtd driver
3,mtd failure: -5 bus 2 address 0 class 1
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,Allocated DMA UP Timer Index 0
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 921600B"
1,Starting CDC/ACM autostart
1,logger started (mode=all)
2,Preflight Fail: ekf2 missing data
1,RC scan: CRSF RC input locked
2,Preflight Fail: Attitude failure (roll)
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/sess100/log100.ulg
1,Opened full log file: /fs/microsd/log/sess100/log100.ulg
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 3642 bytes, decoded 3642 bytes (INT32:78, FLOAT:93)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,IO FW CRC match
1,"Failed to init INA226 on bus 1, but will try again periodically."
1,"Failed to init INA226 on bus 2, but will try again periodically."
1,"Failed to init INA228 on bus 1, but will try again periodically."
1,"Failed to init INA238 on bus 1, but will try again periodically."
1,"Failed to init INA238 on bus 2, but will try again periodically."
2,ms5611: no instance started (no device on bus?)
2,Already running on bus 1
2,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2,Using non-standard baudrate: 420000
1,Crsf serial opened sucessfully
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
1,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
1,Starting CDC/ACM autostart
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
2,Preflight Fail: No connection to the ground control station
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,u-blox firmware version: SPG 4.04
1,u-blox protocol version: 32.01
1,u-blox module: NEO-M9N
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,partner IP: 10.41.10.1
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_09_57.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_09_57.ulg
1,Takeoff detected
1,Landing detected
1,Takeoff detected
1,Landing detected
1,Disarmed by landing
1,ACC 0 (4259850) offset committed: [-0.333 0.181 0.015]->[-0.388 0.093 -0.001])
1,"0 (396321) EST:0 offset: [0.242, 0.340, -0.233]->[0.244, 0.351, -0.233] (full [0.318, 0.718, -0.1"
1,"closed logfile, bytes written: 625646"
1,Armed by RC
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-02/11_59_51.ulg
1,Opened full log file: /fs/microsd/log/2025-08-02/11_59_51.ulg
1,Takeoff detected
1,Landing detected
1,Disarmed by landing
1,"closed logfile, bytes written: 500761"
1,Armed by RC
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-02/12_00_05.ulg
1,Opened full log file: /fs/microsd/log/2025-08-02/12_00_05.ulg
1,Takeoff detected
1,Landing detected
1,Disarmed by landing
1,"closed logfile, bytes written: 402436"
1,Armed by RC
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-02/12_00_15.ulg
1,Opened full log file: /fs/microsd/log/2025-08-02/12_00_15.ulg
1,Takeoff detected
1,Landing detected
1,Disarmed by landing
1,"closed logfile, bytes written: 307705"
1,Armed by RC
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-02/12_00_22.ulg
1,Opened full log file: /fs/microsd/log/2025-08-02/12_00_22.ulg
1,Takeoff detected
1,Landing detected
1,Takeoff detected
1,Landing detected
1,Takeoff detected
1,Landing detected
1,Disarmed by landing
1,"closed logfile, bytes written: 836360"
1,Armed by RC
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-02/12_00_43.ulg
1,Opened full log file: /fs/microsd/log/2025-08-02/12_00_43.ulg
1,Takeoff detected
1,Landing detected
1,Disarmed by landing
1,GYRO 1 (2490378) offset committed: [0.009 -0.039 -0.001]->[0.006 -0.050 -0.002])
1,"closed logfile, bytes written: 647702"
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Accel 0 inconsistent - check cal
2,Preflight Fail: Gyro 0 inconsistent - check cal
2,Preflight Fail: Yaw estimate error
1,Connection to ground station lost
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Yaw estimate error
2,"Event dropped (227, 251)"
2,Dropped 5 events (seq=251)
2,Preflight Fail: height estimate not stable
2,Arming denied: Resolve system health failures first
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Yaw estimate error
2,Arming denied: Resolve system health failures first
2,Preflight Fail: Yaw estimate error
1,Armed by RC
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-02/12_02_15.ulg
1,Opened full log file: /fs/microsd/log/2025-08-02/12_02_15.ulg
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 4118 bytes, decoded 4118 bytes (INT32:97, FLOAT:101)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,"Serial Number: 0x3E0F, Firmware revision: 0x134 Date: Y 2024 DM 729"
3,bmi088: no instance started (no device on bus?)
3,bmi088: no instance started (no device on bus?)
3,icm20649: no instance started (no device on bus?)
2,ms4525do: no instance started (no device on bus?)
2,Already running on bus 1
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,"instance: 1, max rate: 100, default: 50, alt: 50"
1,Mixer: /etc/mixers/nuaa_quad_tiltrotor.main.mix on /dev/pwm_output0
1,Mixer: /etc/mixers/nuaa_quad_tiltrotor.aux.mix on /dev/pwm_output1
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS3 @ 57600B"
1,RC scan: SBUS RC input locked
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
1,u-blox protocol version: 27.12
1,u-blox module: ZED-F9P
3,couldn't start parameter count: -2
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-09/03_41_13.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/03_41_13.ulg
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 4118 bytes, decoded 4118 bytes (INT32:97, FLOAT:101)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,"Serial Number: 0x3E0F, Firmware revision: 0x134 Date: Y 2024 DM 729"
3,bmi088: no instance started (no device on bus?)
3,bmi088: no instance started (no device on bus?)
3,icm20649: no instance started (no device on bus?)
2,ms4525do: no instance started (no device on bus?)
2,Already running on bus 1
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,"instance: 1, max rate: 100, default: 50, alt: 50"
1,Mixer: /etc/mixers/nuaa_quad_tiltrotor.main.mix on /dev/pwm_output0
1,Mixer: /etc/mixers/nuaa_quad_tiltrotor.aux.mix on /dev/pwm_output1
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS3 @ 57600B"
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
1,u-blox protocol version: 27.12
1,u-blox module: ZED-F9P
3,couldn't start parameter count: -2
1,RC scan: SBUS RC input locked
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-09/03_21_56.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/03_21_56.ulg
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/08_50_39.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/08_50_39.ulg
1,Takeoff detected
2,Low battery
1,Disarmed by RC switch
2,Critical battery
1,"closed logfile, bytes written: 615369"
2,Preflight Fail: height estimate not stable
2,Preflight Fail: height estimate not stable
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/08_51_30.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/08_51_30.ulg
1,Disarmed by auto preflight disarming
1,"closed logfile, bytes written: 601141"
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/08_51_45.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/08_51_45.ulg
1,Disarmed by RC switch
1,"closed logfile, bytes written: 437639"
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/08_53_06.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/08_53_06.ulg
1,Takeoff detected
1,Connection to ground station lost
1,Disarmed by RC switch
1,"closed logfile, bytes written: 414320"
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/08_54_25.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/08_54_25.ulg
1,Connection to ground station lost
1,Takeoff detected
1,Disarmed by RC switch
1,"closed logfile, bytes written: 373236"
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,Setting system clock from SYSTEM_TIME sent by 255/190
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_10_08.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_10_08.ulg
1,Takeoff detected
1,Connection to ground station lost
1,Disarmed by RC switch
1,"closed logfile, bytes written: 624917"
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
1,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
1,GCS connection regained
1,exiting channel 2
1,Armed by RC switch
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-10/09_11_35.ulg
1,Opened full log file: /fs/microsd/log/2025-08-10/09_11_35.ulg
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 3381 bytes, decoded 3381 bytes (INT32:77, FLOAT:89)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
1,IO FW CRC match
2,ist8310: no instance started (no device on bus?)
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,RC scan: SBUS RC input locked
1,logger started (mode=all)
1,"Node ID 1, bitrate 1000000"
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-09/09_41_18.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/09_41_18.ulg
1,Takeoff detected
3,Preflight Fail: low battery
2,Failsafe activated
2,Failsafe activated
2,Failsafe activated
3,Preflight Fail: low battery
1,Disarmed by RC (switch)
2,Preflight Fail: Strong magnetic interference
3,Preflight Fail: low battery
1,"closed logfile, bytes written: 1749339"
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-09/09_47_55.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/09_47_55.ulg
1,Takeoff detected
3,Preflight Fail: low battery
2,Failsafe activated
2,Failsafe activated
2,Failsafe activated
3,Preflight Fail: low battery
1,Disarmed by RC (switch)
2,Preflight Fail: Strong magnetic interference
2,Preflight Fail: Yaw estimate error
2,Preflight Fail: Accel 0 inconsistent - check cal
3,Preflight Fail: low battery
1,"closed logfile, bytes written: 4249758"
1,Armed by RC (switch)
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-09/09_51_44.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/09_51_44.ulg
1,DECODED_SIZE:5 SAVED_SIZE:-1
1,selected parameter default file /fs/mtd_params
1,importing from '/fs/mtd_params'
1,"BSON document size 3393 bytes, decoded 3393 bytes (INT32:62, FLOAT:100)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,IO FW CRC match
1,"Found address 0x45, running 'ina228 -X -b 1 -t 1 start'"
1,Started 0x45 successfully
2,ist8310: no instance started (no device on bus?)
2,Preflight Fail: No CPU and RAM load information
2,Preflight Fail: ekf2 missing data
2,Preflight Fail: Found 0 compass (required: 1)
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
1,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS4 @ 921600B"
