label,log_text
2,[timesync] RTT too high for timesync: 15 ms (sender: 240)
2,[timesync] RTT too high for timesync: 30 ms (sender: 240)
1,Armed by RC (switch)
3,Parameter MAV_2_BROADCAST not found.
1,Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 115200B"
1,"Node ID 1, bitrate 1000000"
1,[logger] /fs/microsd/log/2025-08-10/07_13_47.ulg
1,selected parameter default file /fs/mtd_params
1,logger started (mode=all)
2,Using non-standard baudrate: 420000
1,"Node ID 1, bitrate 1000000"
1,"Failed to init INA238 on bus 1, but will try again periodically."
2,Preflight Fail: Kill switch engaged
3,SET_MESSAGE_INTERVAL requested param3 not supported.
3,SET_MESSAGE_INTERVAL requested param3 not supported.
1,u-blox module: NEO-M9N
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,Preflight Fail: height estimate not stable
1,Disarmed by RC switch
1,selected parameter backup file /fs/microsd/parameters_backup.bson
2,Preflight Fail: height estimate error
1,importing from '/fs/mtd_params'
1,[logger] /fs/microsd/log/2025-08-08/10_04_45.ulg
1,logger started (mode=all)
3,SET_MESSAGE_INTERVAL requested param3 not supported.
3,SET_MESSAGE_INTERVAL requested param3 not supported.
1,Armed by Stick gesture
1,"roll = 0.0037, pitch = -0.0091, yaw = -0.2837"
1,[logger] /fs/microsd/log/2025-06-07/08_26_06.ulg
2,Preflight Fail: Found 0 compass (required: 1)
1,"roll = 0.0040, pitch = -0.0089, yaw = -0.2837"
1,"roll = 0.0039, pitch = -0.0090, yaw = -0.2837"
1,"roll = 0.0039, pitch = -0.0090, yaw = -0.2837"
1,"roll = 0.0036, pitch = -0.0092, yaw = -0.2836"
1,"roll = 0.0039, pitch = -0.0089, yaw = -0.2838"
1,"roll = 0.0038, pitch = -0.0091, yaw = -0.2837"
1,Manual control regained after 816.3s
2,vehicle armed due to 4
1,"roll = 0.0038, pitch = -0.0091, yaw = -0.2837"
1,"roll = 0.0037, pitch = -0.0091, yaw = -0.2836"
1,"BSON document size 2593 bytes, decoded 2593 bytes (INT32:52, FLOAT:72)"
1,Starting CDC/ACM autostart
1,logger started (mode=all)
1,Start file log (type: full)
1,"closed logfile, bytes written: 3337057"
1,[logger] /fs/microsd/log/2025-08-05/10_05_43.ulg
2,RTT too high for timesync: 14 ms
1,Start file log (type: full)
2,Preflight Fail: Attitude failure (pitch)
1,"[cal] detected motion, hold still..."
1,"[cal] detected rest position, hold still..."
2,Not enough bandwidth to enable log streaming
1,Takeoff detected
2,Mission rejected: Mission contains VTOL items but vehicle is not a VTOL
1,Landing detected
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,logger started (mode=all)
1,Kill-switch disengaged
1,Takeoff to 3.0 meters above home
1,RTL: landing at home position.
3,mission update failed
1,Start file log (type: full)
2,ms5611: no instance started (no device on bus?)
1,Kill-switch disengaged
1,selected parameter default file /fs/mtd_params
1,Armed by RC (switch)
1,"Failed to init INA228 on bus 1, but will try again periodically."
1,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
1,logger started (mode=all)
1,partner IP: 10.41.10.1
2,Using non-standard baudrate: 420000
1,"Failed to init INA226 on bus 1, but will try again periodically."
1,"Failed to init INA226 on bus 2, but will try again periodically."
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/2025-08-10/00_05_08.ulg
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/2025-08-10/04_33_39.ulg
3,SET_MESSAGE_INTERVAL requested param3 not supported.
3,"vehicle_command_ack lost, generation 754 -> 756"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 57600B"
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS3 @ 57600B"
3,status: 0 status: 0
2,Preflight Fail: Yaw estimate error
1,Opened full log file: /fs/microsd/log/2025-08-03/09_21_04.ulg
1,[logger] /fs/microsd/log/2025-08-08/08_23_26.ulg
2,Battery 1 disconnected. Land now!
1,logger started (mode=all)
2,Switching to Position is currently not available
1,Failsafe mode deactivated
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,u-blox firmware version: SPG 4.04
1,u-blox module: NEO-M9N
1,Armed by RC switch
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Kill switch engaged
1,Start file log (type: full)
2,Already running on bus 1
1,Ignore command 512 from 255/190 to 33/1
1,Ignore command 512 from 255/190 to 33/1
1,importing from '/fs/mtd_params'
1,u-blox module: NEO-M9N
3,Battery 1: over voltage.
1,Opened full log file: /fs/microsd/log/2025-08-09/17_13_40.ulg
1,[logger] /fs/microsd/log/2025-08-09/17_15_25.ulg
1,ACC 1 (2490402) offset committed: [-0.063 -0.089 -0.092]->[-0.043 -0.165 -0.089])
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
2,Preflight: GPS Vertical Pos Drift too high
2,Preflight Fail: height estimate not stable
2,Preflight: GPS Horizontal Pos Error too high
2,Preflight: GPS Horizontal Pos Drift too high
3,MAG #0 failed:  TIMEOUT!
1,importing from '/fs/mtd_params'
1,[logger] /fs/microsd/log/2025-08-09/17_09_24.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/17_10_16.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/17_11_35.ulg
1,[logger] /fs/microsd/log/2025-08-09/17_14_56.ulg
1,"1 (8944387) EST:0 offset: [-0.064, -0.153, 0.010]->[-0.066, -0.160, 0.010] (full [-0.071, -0.181,"
1,[logger] /fs/microsd/log/2025-08-09/17_08_16.ulg
1,[logger] /fs/microsd/log/2025-08-09/17_08_36.ulg
1,Opened full log file: /fs/microsd/log/2025-08-09/17_11_35.ulg
1,Disarmed by RC
1,Armed by RC
1,Start file log (type: full)
1,Start file log (type: full)
1,"closed logfile, bytes written: 288134"
1,Armed by RC
1,"closed logfile, bytes written: 1231347"
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Flight termination active
1,ACC 0 (4259850) offset committed: [0.164 -0.057 0.155]->[0.073 0.026 0.141])
1,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS1 @ 921600B"
1,"mode: Normal, data rate: 5760 B/s on /dev/ttyS3 @ 115200B"
1,Start file log (type: full)
2,Preflight Fail: Flight termination active
2,Preflight Fail: Kill switch engaged
1,Start file log (type: full)
1,[logger] /fs/microsd/log/2025-08-06/16_09_41.ulg
1,"closed logfile, bytes written: 1217443"
1,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS1 @ 921600B"
3,Parameter RBCLW_REV not found.
2,Preflight Fail: velocity estimate error
1,MulticopterRateControl vtol 模式启动
1,MulticopterAttitudeControl vtol 模式启动
1,执行 FwAutotuneAttitudeControl::init() 程序
2,#切换 位置 模式失败！
1,#切断动力开关、、
1,#动力可用、、、
1,当前油门关闭
1,#加转速、、、、、
1,#需9秒、、、、、、
1,# 2、、、、、、、
1,#抬总距、、、、、
1,拨杆：向前转换
1,#向前转 目标速度19
1,进入高度：36.9m
1,启用爬升率控制，进入高度：36.9m
1,#速度5米每秒、、
1,#速度14米每秒、、、
2,Approaching on geofence
1,#速度20米每秒、、、
1,#前飞构型、、、
1,RTL HOME activated
1,#向后转、、、、
1,进入高度：59.8m
1,转换模式，限幅固定翼roll ±35度
1,#速度18米每秒、、、
1,#速度9米每秒、、、
1,#旋翼构型、、、
2,#切断动力开关、
1,拨杆：向后转换
1,#动力可用、、、、
1,当前门关闭
1,MAVLink module is running and logging!
2,"Too many arming check events (1, 14 > 14). Not reporting all"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,[logger] /fs/microsd/log/2025-08-08/19_55_33.ulg
2,teraranger: no instance started (no device on bus?)
2,Preflight Fail: Flight termination active
2,"Too many arming check events (1, 14 > 14). Not reporting all"
1,"Mission #3 loaded, 6 WPs"
1,logging 12 topics from logger_topics.txt
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,"0 (396825) EST:1 offset: [0.004, 0.063, -0.035]->[0.023, 0.024, -0.023] (full [0.174, -0.077, 0.0"
3,Low battery
1,"0 (396825) EST:0 offset: [-0.020, 0.154, -0.061]->[0.004, 0.063, -0.035] (full [0.172, -0.079, 0."
2,Failsafe activated
1,Kill engaged
1,"0 (396825) EST:0 offset: [0.023, 0.024, -0.023]->[0.031, 0.015, -0.033] (full [0.141, -0.044, -0."
1,"0 (396825) EST:1 offset: [0.031, 0.015, -0.033]->[0.039, 0.004, -0.043] (full [0.129, -0.049, -0."
1,"closed logfile, bytes written: 4508300"
1,IO FW CRC match
1,"Node ID 1, bitrate 1000000"
1,Opened full log file: /fs/microsd/log/2025-08-08/17_48_57.ulg
1,Path section: type 2  size 7707  chunk size: 3855
1,Recalculate Path fitting.
1,"DanceFence::_updateFence() done, 1 polys, 5 vertices"
1,Dance_PX4::_updateFence()
1,Armed by external command
1,"MESSAGE DATA96 with data: chunk_id=0, size=84"
1,"Path loaded: 429 points, load time: 396 ms"
1,Invalid time ignored: 0
1,Invalid time ignored: 0
1,"MESSAGE DATA96 with data: chunk_id=0, size=84"
1,Uncompressing PATH /fs/microsd/MY.PATH
1,Recalculate Path fitting.
1,0)  37.551247 127.127915  37.551785 127.127235  37.551247 127.126555  37.550708 127.127235  37.551247 127.127915
1,Dance init: DONE
1,Uncompressing PATH /fs/microsd/MY.PATH
1,Loading path (version 3)
1,Path CRC B8C67334  OK
1,read path chunk: type 1  offset 0  time 0 ms /fs/microsd/MY.PATH
1,Fence dm locked
1,"Path data96 req: 0, 321, 0, 1, 84"
1,Recalculate Path fitting.
3,Dance start: not ready (8)
1,Opened full log file: /fs/microsd/log/2025-08-09/09_22_38.ulg
1,">>>> path_init: path_size=321 bytes, chunk_number=4"
1,"MESSAGE DATA96 with data: chunk_id=3, size=69"
1,Uncompress PATH done: 0 to 10 KB in 350 ms
1,"All points are in fence (1 ms, 1 tested)"
1,"Fence chunk received, vertices 0-2 of 5"
1,Fence dm locked
1,Dance_PX4::_updateFence()
1,Data link regained
1,"Fence chunk received, vertices 0-2 of 5"
1,read path chunk: type 2  offset 0  time 2 ms /fs/microsd/MY.PATH
1,"0 (396825) EST:0 offset: [-0.024, 0.183, -0.052]->[-0.022, 0.168, -0.058] (full [0.053, -0.060, -"
1,"0 (396825) EST:1 offset: [-0.022, 0.168, -0.058]->[-0.020, 0.154, -0.061] (full [0.062, -0.062, -"
1,data manager file '/fs/microsd/dataman' size is 128528 bytes
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,ACC 1 (6946834) offset committed: [-0.138 0.057 -0.094]->[-0.177 0.050 -0.043])
1,Opened full log file: /fs/microsd/log/2025-08-08/09_28_51.ulg
1,Connection to ground station lost
3,PWM_SERVO_GET_COUNT
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 1500000B"
1,Start file log (type: full)
1,"closed logfile, bytes written: 1143113"
1,"gyro 2 (4325386) updating offsets [-0.014, 0.001, -0.001]->[-0.002, 0.001, -0.001] nan degC"
1,"Mission #3 loaded, 6 WPs"
2,Preflight Fail: Compass Sensor 0 missing
3,unknown param: SYSID_CK
2,wq:rate_ctrl low on stack! (108 bytes left)
2,wq:rate_ctrl low on stack! (108 bytes left)
2,wq:rate_ctrl low on stack! (84 bytes left)
1,Start file log (type: full)
2,WPM: REJ. CMD: Req. WP was unexpected
1,selected parameter backup file /fs/microsd/parameters_backup.bson
3,Network could not be saved!
3,"Failed to communicate with IO, abort."
3,parameter export to /fs/mtd_params failed (1) attempt 1
3,verify: 'CAL_ACC0_XSCALE' invalid BSON value 13185373196931300000000000000000000000000000000000000000000000
1,IO FW CRC match
2,Using non-standard baudrate: 420000
2,Preflight Fail: Kill switch engaged
2,Using non-standard baudrate: 420000
2,Preflight: GPS Horizontal Pos Drift too high
1,[logger] /fs/microsd/log/2025-08-06/15_36_15.ulg
2,Preflight Fail: Kill switch engaged
1,Start file log (type: full)
2,Preflight Fail: Kill switch engaged
1,"Failed to init INA226 on bus 2, but will try again periodically."
1,"Failed to init INA228 on bus 1, but will try again periodically."
1,"Fence chunk received, vertices 0-2 of 5"
1,Fence:  Max dist: 30.0  Max alt: 140.0  Poly: 1  Pts: 5  CRC: 60312/2720  Hard fence: 1 (10.0 m)
1,"DanceFence::_updateFence() done, 1 polys, 5 vertices"
1,"Path data96 req: 0, 318, 0, 3, 66"
1,data_uncompr_size: 10281
1,Path section: type 2  size 7707  chunk size: 3855
1,"Fence chunk received, vertices 3-4 of 5"
1,">>>> path_init: path_size=318 bytes, chunk_number=4"
1,Path section: type 1  size 2574  chunk size: 1290
1,Chunks allocate 10290 bytes from 50000 available
1,"MESSAGE DATA96 with data: chunk_id=0, size=84"
1,Path CRC 3E7A8017  OK
1,0)  37.552392 127.122923  37.552491 127.122405  37.552243 127.122313  37.552131 127.122835  37.552392 127.122923
1,Time adjust by 779300403 ms
2,Preflight Fail: Geofence violated
2,"Path violates fence (0 ms, 1 tested)"
1,Reallocating path buffer
2,Preflight Fail: Accel 0 inconsistent - check cal
1,[logger] /fs/microsd/log/2025-08-09/09_20_34.ulg
1,GPS 1: probing for NMEA at 230400 baud
1,logger started (mode=all)
2,Preflight Fail: heading estimate not stable
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: height estimate not stable
2,ist8310: no instance started (no device on bus?)
1,No airspeed sensor detected. Switch to non-airspeed mode.
2,Preflight Fail: Strong magnetic interference
1,Armed by external command
2,Preflight Fail: Strong magnetic interference
1,Kill disengaged
2,Preflight Fail: heading estimate not stable
2,Preflight Fail: Flight termination active
1,"closed logfile, bytes written: 805826"
1,Opened full log file: /fs/microsd/log/sess118/log110.ulg
2,"no gyro selected, using sensor_gyro_fifo:0 4325386"
2,Preflight: GPS Horizontal Pos Drift too high
1,Start file log (type: full)
1,RTL: start return at 57 m (29 m above destination)
1,u-blox firmware version: HPG 1.13
1,u-blox protocol version: 27.12
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/2025-08-08/09_14_57.ulg
1,[logger] /fs/microsd/log/2025-08-08/09_15_51.ulg
1,"Node ID 1, bitrate 1000000"
1,"Node ID 1, bitrate 1000000"
1,Pilot took over using sticks
2,Preflight Fail: Kill switch engaged
1,Kill engaged
1,Start file log (type: full)
1,u-blox firmware version: HPG 1.13
1,ACC 1 (2490378) offset committed: [0.035 0.050 -0.190]->[-0.043 0.060 -0.190])
2,Preflight Fail: Kill switch engaged
1,Armed by external command
1,"closed logfile, bytes written: 1283331"
1,Opened full log file: /fs/microsd/log/2025-08-08/08_42_14.ulg
1,Armed by RC (switch)
1,Disarmed by RC (switch)
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: Flight termination active
1,[cal] progress <42>
1,[cal] calibration done: airspeed
1,u-blox firmware version: HPG 1.32
2,Preflight Fail: height estimate not stable
2,primary EKF changed 1 (unhealthy) -> 0
2,Preflight Fail: Flight termination active
2,Preflight Fail: Flight termination active
2,Preflight Fail: Kill switch engaged
1,Opened full log file: /fs/microsd/log/sess100/log100.ulg
1,Opened full log file: /fs/microsd/log/sess100/log102.ulg
1,Opened full log file: /fs/microsd/log/sess100/log104.ulg
1,Takeoff detected
1,[logger] /fs/microsd/log/sess100/log103.ulg
1,BARO switch from #0 -> #1
2,Arming denied: Resolve system health failures first
3,Battery 2: over voltage.
1,Opened full log file: /fs/microsd/log/2025-08-07/09_00_37.ulg
1,[logger] /fs/microsd/log/2025-08-07/09_00_37.ulg
2,GNSS Fix2 msg detected for ch 0; disabling Fix msg for this node
2,Failsafe activated
3,Battery 1: over voltage. Land now!
1,Starting CDC/ACM autostart
1,Armed by RC switch
1,"BSON document size 2684 bytes, decoded 2684 bytes"
1,Mixer: /etc/mixers/quad_x.main.mix on /dev/pwm_output0
1,open battery charge mos : response success 53
1,"BSON document size 3012 bytes, decoded 3012 bytes (INT32:48, FLOAT:96)"
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,setting PWM_AUX_OUT none
1,Kill-switch disengaged
2,time sync no longer converged
2,time sync no longer converged
2,time sync no longer converged
1,time sync converged
1,[logger] /fs/microsd/log/2025-08-09/06_45_32.ulg
1,"BSON document size 2936 bytes, decoded 2936 bytes (INT32:68, FLOAT:74)"
2,Already running on bus 1
1,[logger] /fs/microsd/log/2025-08-07/13_42_58.ulg
1,[logger] /fs/microsd/log/2025-08-07/13_43_36.ulg
1,"BSON document size 3804 bytes, decoded 3804 bytes (INT32:90, FLOAT:94)"
3,bmi088: no instance started (no device on bus?)
1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B"
3,Append uavcan channel is not open
1,Left battery online
1,Battery Knob closed!
1,"instance: 0, max rate: 800, default: 50, alt: 400"
1,"DEBUG_RC, filter_rc_input_roll, lead_lag_1st"
1,"DEBUG_RC,  --fc: 2.500000 hz,ratio = 2.500000"
1,"DEBUG_RC, filter_rc_input_yaw, lead_lag_1st"
1,"DEBUG_MISSION, mission switch: 61 to 0"
1,"[GNSS sync]sec=1754712681,fix_type=0,pos_type=16,pos_std=1.789055"
1,Start file log (type: full)
1,Starting CDC/ACM autostart
1,"0 (4395041) EST:0 offset: [-0.085, 0.135, -0.048]->[-0.090, 0.145, -0.047] (full [-0.350, 0.485,"
1,Logging FIFO data: increasing task prio and logging rate
2,Preflight Fail: No connection to the ground control station
1,u-blox firmware version: SPG 3.01
2,Preflight: GPS Vertical Pos Drift too high
1,"0 (396321) EST:1 offset: [-0.209, -0.101, -0.010]->[-0.195, -0.090, -0.010] (full [-0.065, 0.023,"
2,Preflight Fail: Flight termination active
1,selected parameter default file /fs/mtd_params
1,Opened full log file: /fs/microsd/log/2025-08-09/02_33_05.ulg
1,u-blox module: ZED-F9P
1,"successfully created rt/fmu/out/sensor_combined data writer, topic id: 203"
1,Opened full log file: /fs/microsd/log/2025-08-08/03_49_36.ulg
1,IO FW CRC match
1,Armed by RC (switch)
1,"Node ID 1, bitrate 1000000"
3,get: param 65535 invalid
3,Valid SENS_TEMP_ID required
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,"no gyro selected, using sensor_gyro_fifo:0 2490402"
2,Preflight: GPS Horizontal Pos Error too high
1,Armed by RC (switch)
3,get: param 65535 invalid
2,Preflight Fail: Airspeed selector module down
2,Preflight Fail: No connection to the ground control station
1,Starting CDC/ACM autostart
1,u-blox protocol version: 27.31
1,Start file log (type: full)
1,Opened full log file: /fs/microsd/log/2025-08-09/02_29_56.ulg
2,Connection to mission computer lost
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
1,selected parameter default file /fs/mtd_params
1,Armed by external command
1,"closed logfile, bytes written: 549041"
1,Disarmed by auto preflight disarming
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,Start file log (type: full)
1,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
1,Armed by external command
1,"mode: Onboard, data rate: 46080 B/s on /dev/ttyS1 @ 921600B"
1,"instance: 0, max rate: 100, default: 50, alt: 50"
1,[logger] /fs/microsd/log/2025-08-09/03_21_56.ulg
1,IO FW CRC match
1,"gyro 0 (3670026) updating offsets [0.051, 0.047, 0.005]->[0.041, 0.050, 0.004] 46.8 degC"
2,Preflight Fail: Flight termination active
2,Preflight Fail: Kill switch engaged
1,selected parameter default file /fs/mtd_params
1,logger started (mode=all)
1,Armed by RC (switch)
2,Failure: Kill switch engaged
2,Not arming: Preflight checks failed
2,Preflight: Strong magnetic interference detected
3,failed to initialize mtd driver
1,"0 (466977) EST:0 offset: [-0.001, 0.046, -0.025]->[-0.005, 0.049, -0.019] (full [-0.111, 0.107, 0"
3,"node name overflow, type:0x01, name:CAL_AC"
3,killed: node name overflow
1,"closed logfile, bytes written: 61171313"
1,[logger] /fs/microsd/log/2025-08-07/10_20_49.ulg
3,verify: invalid parameter 'RC_MB'
2,Disarming denied: not landed
3,BSON document size (2680) doesn't match bytes decoded (163)
3,verify: invalid parameter 'CAL_GYRO2_ZO '
3,parameter export to /fs/mtd_params failed (1) attempt 1
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,BARO switch from #0 -> #1
2,Arming denied: Resolve system health failures first
3,Battery 2: over voltage.
3,Battery 2: over voltage.
1,"mode: Config, data rate: 800000 B/s on /dev/ttyACM0 @ 57600B"
2,REJECT OFFBOARD
2,REJECT POSITION CONTROL
3,bmi088: no instance started (no device on bus?)
1,Mixer: /etc/mixers/pass.aux.mix on /dev/pwm_output1
1,[logger] /fs/microsd/log/2025-08-05/09_04_45.ulg
1,Opened full log file: /fs/microsd/log/2025-08-05/09_04_45.ulg
3,Battery 2: over voltage.
3,Battery 2: over voltage.
1,"BSON document size 3198 bytes, decoded 3198 bytes (INT32:67, FLOAT:88)"
1,Armed by RC (switch)
1,Start file log (type: full)
1,Armed by RC (switch)
1,data manager file '/fs/microsd/dataman' size is 62560 bytes
3,bmi088: no instance started (no device on bus?)
3,couldn't start parameter count: -2
1,"mode: Onboard, data rate: 92160 B/s on /dev/ttyS3 @ 921600B"
3,get: param 65535 invalid
1,Detached: Normal rate Integral
2,command 521 unsupported
1,importing from '/fs/mtd_params'
1,Starting CDC/ACM autostart
1,FUSE SLAM
1,START BARO
1,BARO
1,"1 (396817) EST:0 offset: [0.015, 0.011, -0.069]->[0.008, 0.013, -0.069] (full [-0.038, 0.037, -0."
1,"successfully created rt/fmu/out/vehicle_control_mode data writer, topic id: 260"
2,Preflight: GPS Speed Accuracy too low
2,Preflight Fail: Compasses 147° inconsistent
2,Preflight: GPS Speed Accuracy too low
3,Task already running
1,removing log directory /fs/microsd/log/sess208 to get more space (left=1179 MiB)
1,RC scan: SBUS RC input locked
2,Already running on bus 1
2,Preflight Fail: Attitude failure (roll)
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight: GPS Horizontal Pos Drift too high
2,Preflight Fail: Attitude failure (roll)
2,Preflight: GPS Speed Accuracy too low
3,get scale failed
1,"Node ID 1, bitrate 1000000"
2,Preflight Fail: position estimate error
2,Preflight Fail: Attitude failure (roll)
2,Preflight Fail: position estimate error
1,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2,Preflight Fail: Strong magnetic interference
1,data manager file '/fs/microsd/dataman' size is 68528 bytes
2,"Event dropped (241, 263)"
2,Preflight Fail: Strong magnetic interference
2,Preflight Fail: Strong magnetic interference
2,Preflight Fail: Strong magnetic interference
2,Preflight Fail: Strong magnetic interference
2,Preflight Fail: Strong magnetic interference
3,PWM_SERVO_SET_UPDATE_RATE (check rate for sanity)
1,Acceptance radius corrected from -0.000000 to 1.0
1,Selected Rover (CAN ID 124) not available or initialized. Not initializing GPS with ID 125
1,Kill Switch triggered by RC. Switching to RC Control.
1,importing from '/fs/mtd_params'
1,IO FW CRC match
2,Preflight Fail: Kill switch engaged
1,[logger] /fs/microsd/log/2025-08-06/12_40_50.ulg
1,Takeoff detected
1,"mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550"
1,u-blox protocol version: 32.01
1,Armed by Stick gesture
1,importing from '/fs/mtd_params'
2,navigator low on stack! (268 bytes left)
1,DECODED_SIZE:5 SAVED_SIZE:-1
1,[logger] /fs/microsd/log/2024-11-29/16_40_52.ulg
2,GPS reports spoofing indicated
2,GPS reports spoofing indicated
1,"1 (396809) EST:0 offset: [0.068, 0.062, 0.190]->[0.061, 0.063, 0.191] (full [0.024, 0.078, 0.191]"
1,Start file log (type: full)
1,selected parameter backup file /fs/microsd/parameters_backup.bson
1,"Found address 0x45, running 'ina228 -X -b 1 -t 1 start'"
1,Armed by RC (switch)
2,dataman low on stack! (260 bytes left)
1,Kill-switch disengaged
1,Start file log (type: full)
1,Start file log (type: mission)
1,Start file log (type: full)
1,"closed logfile, bytes written: 2597"
1,Hello from Hazem! The commander is running.
1,Setting system clock from SYSTEM_TIME sent by 255/190
1,Starting mavlink shell
2,RTT too high for timesync: 18 ms
2,RTT too high for timesync: 111 ms
2,ist8310: no instance started (no device on bus?)
2,RTT too high for timesync: 110 ms
2,RTT too high for timesync: 12 ms
2,RTT too high for timesync: 21 ms
1,successfully set system clock: Fri 2025-08-08 15:52:20
1,"successfully created rt/fmu/out/vehicle_local_position_setpoint data writer, topic id: 258"
1,[logger] /fs/microsd/log/2025-08-08/10_53_24.ulg
2,Preflight Fail: Kill switch engaged
2,Preflight Fail: heading estimate not stable
1,time sync converged
1,u-blox firmware version: SPG 4.04
2,Preflight Fail: Kill switch engaged
1,synchronized with time offset 1754666092151165us
1,successfully set system clock: Fri 2025-08-08 15:15:10
1,"successfully created rt/fmu/out/vehicle_odometry data writer, topic id: 261"
1,"successfully created rt/fmu/out/sensor_optical_flow data writer, topic id: 212"
