date,level,message
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,WARN,Preflight: GPS Speed Accuracy too low
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Flight termination active
2025-08-10,INFO,Kill disengaged
2025-08-10,INFO,Armed by RC (switch)
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_22_20.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_22_20.ulg
2025-08-10,INFO,DECODED_SIZE:5 SAVED_SIZE:-1
2025-08-10,INFO,selected parameter default file /fs/mtd_params
2025-08-10,INFO,importing from '/fs/mtd_params'
2025-08-10,INFO,"BSON document size 2973 bytes, decoded 2973 bytes (INT32:63, FLOAT:82)"
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,WARN,Already running on bus 1
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
2025-08-10,INFO,"mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,WARN,no broadcasting address found
2025-08-10,INFO,logger started (mode=all)
2025-08-10,INFO,"Node ID 1, bitrate 1000000"
2025-08-10,INFO,u-blox firmware version: SPG 4.04
2025-08-10,INFO,u-blox protocol version: 32.01
2025-08-10,INFO,u-blox module: NEO-M9N
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_51_49.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_51_49.ulg
2025-08-10,INFO,DECODED_SIZE:5 SAVED_SIZE:-1
2025-08-10,INFO,selected parameter default file /fs/mtd_params
2025-08-10,INFO,importing from '/fs/mtd_params'
2025-08-10,INFO,"BSON document size 2973 bytes, decoded 2973 bytes (INT32:63, FLOAT:82)"
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,WARN,Already running on bus 1
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS5 @ 57600B"
2025-08-10,INFO,"mode: Normal, data rate: 100000 B/s on udp port 14550 remote port 14550"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,WARN,no broadcasting address found
2025-08-10,INFO,logger started (mode=all)
2025-08-10,INFO,RC scan: SBUS RC input locked
2025-08-10,INFO,"Node ID 1, bitrate 1000000"
2025-08-10,INFO,u-blox protocol version: 32.01
2025-08-10,INFO,u-blox module: NEO-M9N
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_45_56.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_45_56.ulg
2025-08-10,ERROR,failed to initialize mtd driver
2025-08-10,ERROR,mtd failure: -5 bus 2 address 0 class 1
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,INFO,Allocated DMA UP Timer Index 0
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 921600B"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,INFO,RC scan: CRSF RC input locked
2025-08-10,INFO,logger started (mode=all)
2025-08-10,INFO,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2025-08-10,INFO,"mode: Onboard, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
2025-08-10,ERROR,"vehicle_command_ack lost, generation 9 -> 11"
2025-08-10,ERROR,"vehicle_command_ack lost, generation 9 -> 11"
2025-08-10,ERROR,"vehicle_command_ack lost, generation 15 -> 17"
2025-08-10,ERROR,"vehicle_command_ack lost, generation 17 -> 19"
2025-08-10,ERROR,"vehicle_command_ack lost, generation 15 -> 24"
2025-08-10,WARN,Preflight Fail: Attitude failure (roll)
2025-08-10,WARN,Preflight Fail: Attitude failure (roll)
2025-08-10,INFO,Connection to ground station lost
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_46_52.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_46_52.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,WARN,Disarming denied: not landed
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,ACC 0 (6946826) offset committed: [-0.048 0.024 0.146]->[-0.055 0.092 0.149])
2025-08-10,INFO,"closed logfile, bytes written: 969626"
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_47_17.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_47_17.ulg
2025-08-10,INFO,selected parameter default file /fs/mtd_params
2025-08-10,INFO,importing from '/fs/mtd_params'
2025-08-10,INFO,"BSON document size 3642 bytes, decoded 3642 bytes (INT32:78, FLOAT:93)"
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,INFO,IO FW CRC match
2025-08-10,INFO,"Failed to init INA226 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA226 on bus 2, but will try again periodically."
2025-08-10,INFO,"Failed to init INA228 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA238 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA238 on bus 2, but will try again periodically."
2025-08-10,WARN,ms5611: no instance started (no device on bus?)
2025-08-10,WARN,Already running on bus 1
2025-08-10,WARN,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2025-08-10,WARN,Using non-standard baudrate: 420000
2025-08-10,INFO,Crsf serial opened sucessfully
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
2025-08-10,INFO,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,INFO,logger started (mode=all)
2025-08-10,INFO,"Node ID 1, bitrate 1000000"
2025-08-10,WARN,Preflight Fail: No connection to the ground control station
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: No connection to the ground control station
2025-08-10,INFO,u-blox firmware version: SPG 4.04
2025-08-10,INFO,u-blox protocol version: 32.01
2025-08-10,INFO,u-blox module: NEO-M9N
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: No connection to the ground control station
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,INFO,partner IP: 10.41.10.1
2025-08-10,INFO,Armed by RC (switch)
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_36_09.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_36_09.ulg
2025-08-10,INFO,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
2025-08-10,INFO,GCS connection regained
2025-08-10,INFO,exiting channel 2
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_28_52.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_28_52.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Connection to ground station lost
2025-08-10,WARN,Low battery
2025-08-10,INFO,Disarmed by RC switch
2025-08-10,WARN,Preflight Fail: height estimate not stable
2025-08-10,WARN,Preflight Fail: Gyro 0 inconsistent - check cal
2025-08-10,ERROR,Emergency battery level
2025-08-10,INFO,"closed logfile, bytes written: 716161"
2025-08-10,WARN,Preflight Fail: height estimate not stable
2025-08-10,WARN,Preflight Fail: height estimate not stable
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_29_31.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_29_31.ulg
2025-08-10,INFO,Disarmed by auto preflight disarming
2025-08-10,INFO,"closed logfile, bytes written: 576960"
2025-08-10,INFO,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2025-08-10,INFO,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
2025-08-10,INFO,GCS connection regained
2025-08-10,INFO,exiting channel 2
2025-08-10,INFO,Connection to ground station lost
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_32_26.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_32_26.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,WARN,Low battery
2025-08-10,INFO,Disarmed by RC switch
2025-08-10,WARN,Preflight Fail: height estimate not stable
2025-08-10,ERROR,Emergency battery level
2025-08-10,INFO,"closed logfile, bytes written: 619871"
2025-08-10,WARN,Preflight Fail: height estimate not stable
2025-08-10,INFO,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2025-08-10,INFO,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
2025-08-10,INFO,GCS connection regained
2025-08-10,INFO,exiting channel 2
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_35_11.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_35_11.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Connection to ground station lost
2025-08-10,INFO,Disarmed by RC switch
2025-08-10,INFO,"closed logfile, bytes written: 469814"
2025-08-10,INFO,Starting mavlink on /dev/ttyACM0 (SYS_USB_AUTO=2)
2025-08-10,INFO,"mode: Config, data rate: 100000 B/s on /dev/ttyACM0 @ 2000000B"
2025-08-10,INFO,GCS connection regained
2025-08-10,INFO,exiting channel 2
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_36_13.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_36_13.ulg
2025-08-10,INFO,Connection to ground station lost
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Disarmed by RC switch
2025-08-10,INFO,"closed logfile, bytes written: 469767"
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_38_59.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_38_59.ulg
2025-08-10,INFO,selected parameter default file /fs/mtd_params
2025-08-10,INFO,importing from '/fs/mtd_params'
2025-08-10,INFO,"BSON document size 3642 bytes, decoded 3642 bytes (INT32:78, FLOAT:93)"
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,INFO,IO FW CRC match
2025-08-10,INFO,"Failed to init INA226 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA226 on bus 2, but will try again periodically."
2025-08-10,INFO,"Failed to init INA228 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA238 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA238 on bus 2, but will try again periodically."
2025-08-10,WARN,ms5611: no instance started (no device on bus?)
2025-08-10,WARN,Already running on bus 1
2025-08-10,WARN,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2025-08-10,WARN,Using non-standard baudrate: 420000
2025-08-10,INFO,Crsf serial opened sucessfully
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
2025-08-10,INFO,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,INFO,logger started (mode=all)
2025-08-10,INFO,"Node ID 1, bitrate 1000000"
2025-08-10,WARN,Preflight Fail: No connection to the ground control station
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,INFO,u-blox firmware version: SPG 4.04
2025-08-10,INFO,u-blox protocol version: 32.01
2025-08-10,INFO,u-blox module: NEO-M9N
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight: GPS Horizontal Pos Drift too high
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight: GPS Horizontal Pos Drift too high
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight: GPS Horizontal Pos Drift too high
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,INFO,partner IP: 10.41.10.1
2025-08-10,INFO,Armed by RC (switch)
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/03_01_28.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/03_01_28.ulg
2025-08-10,ERROR,failed to initialize mtd driver
2025-08-10,ERROR,mtd failure: -5 bus 2 address 0 class 1
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,INFO,Allocated DMA UP Timer Index 0
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS1 @ 921600B"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,INFO,logger started (mode=all)
2025-08-10,WARN,Preflight Fail: ekf2 missing data
2025-08-10,INFO,RC scan: CRSF RC input locked
2025-08-10,WARN,Preflight Fail: Attitude failure (roll)
2025-08-10,INFO,Armed by RC switch
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/sess100/log100.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/sess100/log100.ulg
2025-08-10,INFO,selected parameter default file /fs/mtd_params
2025-08-10,INFO,importing from '/fs/mtd_params'
2025-08-10,INFO,"BSON document size 3642 bytes, decoded 3642 bytes (INT32:78, FLOAT:93)"
2025-08-10,INFO,selected parameter backup file /fs/microsd/parameters_backup.bson
2025-08-10,INFO,data manager file '/fs/microsd/dataman' size is 68528 bytes
2025-08-10,INFO,IO FW CRC match
2025-08-10,INFO,"Failed to init INA226 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA226 on bus 2, but will try again periodically."
2025-08-10,INFO,"Failed to init INA228 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA238 on bus 1, but will try again periodically."
2025-08-10,INFO,"Failed to init INA238 on bus 2, but will try again periodically."
2025-08-10,WARN,ms5611: no instance started (no device on bus?)
2025-08-10,WARN,Already running on bus 1
2025-08-10,WARN,"no gyro selected, using sensor_gyro_fifo:0 3407898"
2025-08-10,WARN,Using non-standard baudrate: 420000
2025-08-10,INFO,Crsf serial opened sucessfully
2025-08-10,INFO,"mode: Normal, data rate: 1200 B/s on /dev/ttyS6 @ 57600B"
2025-08-10,INFO,"mode: Onboard, data rate: 100000 B/s on udp port 14540 remote port 14540"
2025-08-10,INFO,Starting CDC/ACM autostart
2025-08-10,INFO,logger started (mode=all)
2025-08-10,INFO,"Node ID 1, bitrate 1000000"
2025-08-10,WARN,Preflight Fail: No connection to the ground control station
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,INFO,u-blox firmware version: SPG 4.04
2025-08-10,INFO,u-blox protocol version: 32.01
2025-08-10,INFO,u-blox module: NEO-M9N
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,WARN,Preflight Fail: Kill switch engaged
2025-08-10,INFO,partner IP: 10.41.10.1
2025-08-10,INFO,Armed by RC (switch)
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-10/09_09_57.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-10/09_09_57.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,ACC 0 (4259850) offset committed: [-0.333 0.181 0.015]->[-0.388 0.093 -0.001])
2025-08-10,INFO,"0 (396321) EST:0 offset: [0.242, 0.340, -0.233]->[0.244, 0.351, -0.233] (full [0.318, 0.718, -0.1"
2025-08-10,INFO,"closed logfile, bytes written: 625646"
2025-08-10,INFO,Armed by RC
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-02/11_59_51.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-02/11_59_51.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,"closed logfile, bytes written: 500761"
2025-08-10,INFO,Armed by RC
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-02/12_00_05.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-02/12_00_05.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,"closed logfile, bytes written: 402436"
2025-08-10,INFO,Armed by RC
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-02/12_00_15.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-02/12_00_15.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,"closed logfile, bytes written: 307705"
2025-08-10,INFO,Armed by RC
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-02/12_00_22.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-02/12_00_22.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,"closed logfile, bytes written: 836360"
2025-08-10,INFO,Armed by RC
2025-08-10,INFO,Start file log (type: full)
2025-08-10,INFO,[logger] /fs/microsd/log/2025-08-02/12_00_43.ulg
2025-08-10,INFO,Opened full log file: /fs/microsd/log/2025-08-02/12_00_43.ulg
2025-08-10,INFO,Takeoff detected
2025-08-10,INFO,Landing detected
2025-08-10,INFO,Disarmed by landing
2025-08-10,INFO,GYRO 1 (2490378) offset committed: [0.009 -0.039 -0.001]->[0.006 -0.050 -0.002])
2025-08-10,INFO,"closed logfile, bytes written: 647702"
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,Preflight Fail: Accel 0 inconsistent - check cal
2025-08-10,WARN,Preflight Fail: Gyro 0 inconsistent - check cal
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,INFO,Connection to ground station lost
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,Preflight Fail: Yaw estimate error
2025-08-10,WARN,"Event dropped (227, 251)"
